"","X","CRUISE_NAME","STATION","CAST","LATITUDE","LONGITUDE","PLANKTON_STRATUM","GEAR_VOLUME_FILTERED","SAMPLE_SPLIT_FACTOR","EVENT_DATE","TIME","DAY","MONTH","YEAR","HOUR","MINUTE","DEPTH","NET_MAX_DEPTH","VOLUME_100M3","ZOO_ALIQUOT","TAXA_004","TAXA_NAME","ITIS_TAXON","ITIS_TSN","CONC_100M3","ZOOPLANKTON_COUNT","ZOO_STAGE_000","ZOO_STAGE_024","ZOO_STAGE_023","ZOO_STAGE_022","ZOO_STAGE_021","ZOO_STAGE_020","ZOO_STAGE_030","ZOO_STAGE_029","ZOO_STAGE_028","ZOO_STAGE_013","ZOO_STAGE_999","ADULT_CONC","C5_CONC","C4_CONC","C3_CONC","C2_CONC","C1_CONC","CRYTOPIA_CONC","FURCILIA_CONC","CALYPTOPIS_CONC","NAUPLIUS_CONC","UNKNOWN_CONC","PRIMARY_FLAG","SECONDARY_FLAG","abundance_10m2","ADULT_10m2","C5_10m2","C4_10m2","C3_10m2","C2_10m2","C1_10m2","crytopia_10m2","furcilia_10m2","calyptosis_10m2","nauplius_10m2","unknown_10m2"
"1132",1132,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,135,"Paracalanus parvus",NA,NA,5401.25,55,50,5,0,0,0,0,0,0,0,0,0,4910.227236,491.0227236,0,0,0,0,0,0,0,0,0,1,"",21604.9998388832,19640.9089444392,1964.09089444392,0,0,0,0,0,0,0,0,0
"1133",1133,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,102,"Pseudocalanus minutus",NA,NA,10998.91,112,85,24,0,0,0,0,0,0,0,0,3,8347.386301,2356.909073,0,0,0,0,0,0,0,0,294.6136342,1,"",43995.6360355439,33389.5452055467,9427.63629333084,0,0,0,0,0,0,0,0,1178.45453666635
"1134",1134,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,104,"Temora longicornis",NA,NA,6481.5,66,59,5,2,0,0,0,0,0,0,0,0,5794.068139,491.0227236,196.4090894,0,0,0,0,0,0,0,0,1,"",25925.9998066598,23176.2725544383,1964.09089444392,785.63635777757,0,0,0,0,0,0,0,0
"1135",1135,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,4027,"Acartia",NA,NA,98.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",392.818178888785,0,0,0,0,0,0,0,0,0,0,0
"1136",1136,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,146,"Mecynocera clausi",NA,NA,98.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",392.818178888785,0,0,0,0,0,0,0,0,0,0,0
"1137",1137,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,138,"Oithona",NA,NA,491.02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1964.09089444392,0,0,0,0,0,0,0,0,0,0,0
"1138",1138,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,108,"Tortanus discaudatus",NA,NA,196.41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",785.63635777757,0,0,0,0,0,0,0,0,0,0,0
"1139",1139,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,1000,"Brachyura",NA,NA,196.41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",785.63635777757,0,0,0,0,0,0,0,0,0,0,0
"1140",1140,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,554,"Caridea",NA,NA,98.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",392.818178888785,0,0,0,0,0,0,0,0,0,0,0
"1141",1141,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,895,"Gammaridea",NA,NA,98.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",392.818178888785,0,0,0,0,0,0,0,0,0,0,0
"1142",1142,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,457,"Hyperiidea",NA,NA,491.02,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1964.09089444392,0,0,0,0,0,0,0,0,0,0,0
"1143",1143,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,2500,"Polychaeta",NA,NA,98.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",392.818178888785,0,0,0,0,0,0,0,0,0,0,0
"1144",1144,"EN687","2",2,41.0291,-70.8842,20,1303.402,0.1,"30-JUL-22","03:50:30",30,7,2022,3,50,47,40,24.55,128,3400,"Thaliacea",NA,NA,1178.45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",4713.81814666542,0,0,0,0,0,0,0,0,0,0,0
"1145",1145,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,101,"Calanus finmarchicus",NA,NA,1951.06,47,2,15,28,2,0,0,0,0,0,0,0,83.02396973,622.6797729,1162.335576,83.02396973,0,0,0,0,0,0,0,1,"",9560.21011388432,406.817451654652,3051.13088740989,5695.44432316513,406.817451654652,0,0,0,0,0,0,0
"1146",1146,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,3400,"Thaliacea",NA,NA,1494.43,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",7322.71412978373,0,0,0,0,0,0,0,0,0,0,0
"1147",1147,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,103,"Centropages typicus",NA,NA,8966.59,216,98,95,23,0,0,0,0,0,0,0,0,4068.174517,3943.638562,954.7756518,0,0,0,0,0,0,0,0,1,"",43936.2847787024,19934.0551310779,19323.828953596,4678.4006940285,0,0,0,0,0,0,0,0
"1148",1148,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,157,"Clausocalanus arcuicornis",NA,NA,913.26,22,22,0,0,0,0,0,0,0,0,0,0,913.263667,0,0,0,0,0,0,0,0,0,0,1,"",4474.99196820117,4474.99196820117,0,0,0,0,0,0,0,0,0,0
"1149",1149,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,143,"Nannocalanus minor",NA,NA,83.02,2,2,0,0,0,0,0,0,0,0,0,0,83.02396973,0,0,0,0,0,0,0,0,0,0,1,"",406.817451654652,406.817451654652,0,0,0,0,0,0,0,0,0,0
"1150",1150,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,135,"Paracalanus parvus",NA,NA,2034.09,49,45,4,0,0,0,0,0,0,0,0,0,1868.039319,166.0479395,0,0,0,0,0,0,0,0,0,1,"",9967.02756553897,9153.39266222967,813.634903309304,0,0,0,0,0,0,0,0,0
"1151",1151,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,102,"Pseudocalanus minutus",NA,NA,207.56,5,4,1,0,0,0,0,0,0,0,0,0,166.0479395,41.51198486,0,0,0,0,0,0,0,0,0,1,"",1017.04362913663,813.634903309304,203.408725827326,0,0,0,0,0,0,0,0,0
"1152",1152,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,104,"Temora longicornis",NA,NA,83.02,2,1,1,0,0,0,0,0,0,0,0,0,41.51198486,41.51198486,0,0,0,0,0,0,0,0,0,1,"",406.817451654652,203.408725827326,203.408725827326,0,0,0,0,0,0,0,0,0
"1153",1153,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,105,"Metridia lucens",NA,NA,41.51,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41.51198486,0,0,0,0,0,0,0,1,"",203.408725827326,0,0,0,203.408725827326,0,0,0,0,0,0,0
"1154",1154,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,3500,"Osteichthyes",NA,NA,41.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",203.408725827326,0,0,0,0,0,0,0,0,0,0,0
"1155",1155,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,4042,"Candacia",NA,NA,41.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",203.408725827326,0,0,0,0,0,0,0,0,0,0,0
"1156",1156,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,146,"Mecynocera clausi",NA,NA,124.54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",610.226177481978,0,0,0,0,0,0,0,0,0,0,0
"1157",1157,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,138,"Oithona",NA,NA,954.78,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",4678.4006940285,0,0,0,0,0,0,0,0,0,0,0
"1158",1158,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,700,"Appendicularia",NA,NA,41.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",203.408725827326,0,0,0,0,0,0,0,0,0,0,0
"1159",1159,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,1000,"Brachyura",NA,NA,124.54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",610.226177481978,0,0,0,0,0,0,0,0,0,0,0
"1160",1160,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,200,"Chaetognatha",NA,NA,3320.96,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",16272.6980661861,0,0,0,0,0,0,0,0,0,0,0
"1161",1161,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,2000,"Euphausiacea",NA,NA,41.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",203.408725827326,0,0,0,0,0,0,0,0,0,0,0
"1162",1162,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,1100,"Gastropoda",NA,NA,456.63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2237.49598410058,0,0,0,0,0,0,0,0,0,0,0
"1163",1163,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,457,"Hyperiidea",NA,NA,954.78,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",4678.4006940285,0,0,0,0,0,0,0,0,0,0,0
"1164",1164,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,611,"Penilia avirostris",NA,NA,41.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",203.408725827326,0,0,0,0,0,0,0,0,0,0,0
"1165",1165,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,218,"Sagitta",NA,NA,207.56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1017.04362913663,0,0,0,0,0,0,0,0,0,0,0
"1166",1166,"EN687","4",5,40.7068,-70.8877,19,1644.505,0.75,"30-JUL-22","12:15:54",30,7,2022,12,15,65,49,4.22,512,109,"Centropages hamatus",NA,NA,124.54,3,3,0,0,0,0,0,0,0,0,0,0,124.5359546,0,0,0,0,0,0,0,0,0,0,1,"",610.226177481978,610.226177481978,0,0,0,0,0,0,0,0,0,0
"1167",1167,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,101,"Calanus finmarchicus",NA,NA,6966.54,107,0,0,84,23,0,0,0,0,0,0,0,0,0,5469.060334,1497.480806,0,0,0,0,0,0,0,1,"",42495.9009546663,0,0,33361.2680391773,9134.63291548901,0,0,0,0,0,0,0
"1168",1168,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,103,"Centropages typicus",NA,NA,9961.5,153,119,34,0,0,0,0,0,0,0,0,0,7747.835474,2213.667278,0,0,0,0,0,0,0,0,0,1,"",60765.1667856443,47261.7963888345,13503.3703968098,0,0,0,0,0,0,0,0,0
"1169",1169,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,143,"Nannocalanus minor",NA,NA,585.97,9,7,2,0,0,0,0,0,0,0,0,0,455.7550279,130.2157222,0,0,0,0,0,0,0,0,0,1,"",3574.42157562613,2780.10566993144,794.315905694697,0,0,0,0,0,0,0,0,0
"1170",1170,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,135,"Paracalanus parvus",NA,NA,260.43,4,4,0,0,0,0,0,0,0,0,0,0,260.4314445,0,0,0,0,0,0,0,0,0,0,1,"",1588.63181138939,1588.63181138939,0,0,0,0,0,0,0,0,0,0
"1171",1171,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,102,"Pseudocalanus minutus",NA,NA,130.22,2,2,0,0,0,0,0,0,0,0,0,0,130.2157222,0,0,0,0,0,0,0,0,0,0,1,"",794.315905694697,794.315905694697,0,0,0,0,0,0,0,0,0,0
"1172",1172,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,104,"Temora longicornis",NA,NA,195.32,3,3,0,0,0,0,0,0,0,0,0,0,195.3235834,0,0,0,0,0,0,0,0,0,0,1,"",1191.47385854204,1191.47385854204,0,0,0,0,0,0,0,0,0,0
"1173",1173,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,4129,"Calocalanus",NA,NA,65.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",397.157952847348,0,0,0,0,0,0,0,0,0,0,0
"1174",1174,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,146,"Mecynocera clausi",NA,NA,130.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",794.315905694697,0,0,0,0,0,0,0,0,0,0,0
"1175",1175,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,138,"Oithona",NA,NA,585.97,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",3574.42157562613,0,0,0,0,0,0,0,0,0,0,0
"1176",1176,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,200,"Chaetognatha",NA,NA,65.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",397.157952847348,0,0,0,0,0,0,0,0,0,0,0
"1177",1177,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,2000,"Euphausiacea",NA,NA,65.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",397.157952847348,0,0,0,0,0,0,0,0,0,0,0
"1178",1178,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,605,"Evadne",NA,NA,195.32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1191.47385854204,0,0,0,0,0,0,0,0,0,0,0
"1179",1179,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,457,"Hyperiidea",NA,NA,11719.42,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",71488.4315125227,0,0,0,0,0,0,0,0,0,0,0
"1180",1180,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,218,"Sagitta",NA,NA,130.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",794.315905694697,0,0,0,0,0,0,0,0,0,0,0
"1181",1181,"EN687","5",6,40.521,-70.9022,19,2097.033,0.75,"30-JUL-22","14:38:00",30,7,2022,14,38,76,61,4.45,1024,3400,"Thaliacea",NA,NA,325.54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1985.78976423674,0,0,0,0,0,0,0,0,0,0,0
"1182",1182,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,101,"Calanus finmarchicus",NA,NA,8.48,5,2,2,0,1,0,0,0,0,0,0,0,3.392008455,3.392008455,0,1.696004227,0,0,0,0,0,0,0,1,"",135.680338183243,54.2721352732972,54.2721352732972,0,27.1360676366486,0,0,0,0,0,0,0
"1183",1183,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,103,"Centropages typicus",NA,NA,261.18,154,69,71,12,0,0,0,0,0,0,0,2,117.0242917,120.4163001,20.35205073,0,0,0,0,0,0,0,3.392008455,1,"",4178.95441604388,1872.38866692875,1926.66080220205,325.632811639783,0,0,0,0,0,0,0,54.2721352732972
"1184",1184,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,3400,"Thaliacea",NA,NA,16.96,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",271.360676366486,0,0,0,0,0,0,0,0,0,0,0
"1185",1185,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,3600,"Ostracoda",NA,NA,6.78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",108.544270546594,0,0,0,0,0,0,0,0,0,0,0
"1186",1186,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,457,"Hyperiidea",NA,NA,11.87,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",189.95247345654,0,0,0,0,0,0,0,0,0,0,0
"1187",1187,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,1100,"Gastropoda",NA,NA,18.66,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",298.496744003134,0,0,0,0,0,0,0,0,0,0,0
"1188",1188,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,2000,"Euphausiacea",NA,NA,39.01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",624.129555642917,0,0,0,0,0,0,0,0,0,0,0
"1189",1189,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,500,"Decapoda",NA,NA,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",27.1360676366486,0,0,0,0,0,0,0,0,0,0,0
"1190",1190,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,200,"Chaetognatha",NA,NA,32.22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",515.585285096323,0,0,0,0,0,0,0,0,0,0,0
"1191",1191,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,1000,"Brachyura",NA,NA,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",27.1360676366486,0,0,0,0,0,0,0,0,0,0,0
"1192",1192,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,4175,"Ctenocalanus vanus",NA,NA,3.39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",54.2721352732972,0,0,0,0,0,0,0,0,0,0,0
"1193",1193,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,4066,"Scolecithricidae",NA,NA,20.35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",325.632811639783,0,0,0,0,0,0,0,0,0,0,0
"1194",1194,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,176,"Pleuromamma borealis",NA,NA,6.78,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",108.544270546594,0,0,0,0,0,0,0,0,0,0,0
"1195",1195,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,4057,"Pleuromamma",NA,NA,144.16,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2306.56574911513,0,0,0,0,0,0,0,0,0,0,0
"1196",1196,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,191,"Oncaea",NA,NA,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",27.1360676366486,0,0,0,0,0,0,0,0,0,0,0
"1197",1197,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,138,"Oithona",NA,NA,164.51,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",2632.19856075491,0,0,0,0,0,0,0,0,0,0,0
"1198",1198,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,4108,"Neocalanus",NA,NA,78.02,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",1248.25911128583,0,0,0,0,0,0,0,0,0,0,0
"1199",1199,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,146,"Mecynocera clausi",NA,NA,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",27.1360676366486,0,0,0,0,0,0,0,0,0,0,0
"1200",1200,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,4007,"Lucicutia",NA,NA,3.39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",54.2721352732972,0,0,0,0,0,0,0,0,0,0,0
"1201",1201,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,2012,"Thysanoessa gregaria",NA,NA,1.7,1,1,0,0,0,0,0,0,0,0,0,0,1.696004227,0,0,0,0,0,0,0,0,0,0,1,"",27.1360676366486,27.1360676366486,0,0,0,0,0,0,0,0,0,0
"1202",1202,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,2019,"Nematoscelis megalops",NA,NA,25.44,15,15,0,0,0,0,0,0,0,0,0,0,25.44006341,0,0,0,0,0,0,0,0,0,0,1,"",407.041014549729,407.041014549729,0,0,0,0,0,0,0,0,0,0
"1203",1203,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,2002,"Meganyctiphanes norvegica",NA,NA,1.7,1,1,0,0,0,0,0,0,0,0,0,0,1.696004227,0,0,0,0,0,0,0,0,0,0,1,"",27.1360676366486,27.1360676366486,0,0,0,0,0,0,0,0,0,0
"1204",1204,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,2006,"Euphausia krohnii",NA,NA,13.57,8,8,0,0,0,0,0,0,0,0,0,0,13.56803382,0,0,0,0,0,0,0,0,0,0,1,"",217.088541093189,217.088541093189,0,0,0,0,0,0,0,0,0,0
"1205",1205,"EN687","10",7,39.9205,-70.914,60,5031.434,0.75,"31-JUL-22","07:25:29",31,7,2022,7,25,494,160,0.72,64,143,"Nannocalanus minor",NA,NA,6.78,4,3,1,0,0,0,0,0,0,0,0,0,5.088012682,1.696004227,0,0,0,0,0,0,0,0,0,1,"",108.544270546594,81.4082029099457,27.1360676366486,0,0,0,0,0,0,0,0,0
